0.02853336,-0.3550051,-0.1007473,-0.04362283,0.2334297,-0.04000171,-0.07280679,0.2428901,-0.05888399,0.02081758,0.2081012,-0.05095811,-0.1800629,0.03208672,0.06340691,-0.1356067,0.06721158,0.08580261,-0.2633404,-0.1596754,-0.02185154,0.09403446
-0.001820231,-0.3793313,-0.1323548,-0.03705558,0.2015657,-0.03047176,-0.07391115,0.2396104,-0.06414051,0.00856924,0.2104115,-0.04389359,-0.179828,0.03218898,0.06284661,-0.1361872,0.071123,0.08489468,-0.26488,-0.1580229,-0.01302341,0.0969845
-0.01459258,-0.3731732,-0.1535163,-0.03514736,0.2232499,-0.03052859,-0.08245882,0.2366315,-0.06475017,0.01242238,0.2128608,-0.04161486,-0.1747062,0.01936859,0.05902674,-0.1334682,0.06648713,0.07836673,-0.2666206,-0.1512845,-0.01938838,0.09193057
-0.0305985,-0.3884093,-0.1662713,-0.0317107,0.2130205,-0.0286119,-0.08392301,0.2437373,-0.07186069,0.01710097,0.2017202,-0.03701209,-0.1783515,0.02132903,0.05183616,-0.1343009,0.06793182,0.08505672,-0.2626657,-0.1457513,-0.01776297,0.09273688
-0.0331646,-0.3927004,-0.1793745,-0.02656481,0.2292258,-0.03168133,-0.08586859,0.2475533,-0.07382759,0.01739314,0.2000693,-0.03368309,-0.1760461,0.01417902,0.05130565,-0.1311638,0.06302095,0.08214779,-0.2660075,-0.1427724,-0.01555369,0.09367286
-0.05225451,-0.3809586,-0.1895391,-0.03121226,0.2214923,-0.01932847,-0.10597,0.2532586,-0.07398774,0.02403956,0.1968184,-0.03618526,-0.1773596,0.01121462,0.0512106,-0.1354511,0.06568619,0.08405147,-0.2622693,-0.1393194,-0.01654612,0.08856604
-0.07557928,-0.3768118,-0.2067495,-0.03413514,0.2142163,-0.01085653,-0.09888724,0.2462661,-0.08278663,0.02186284,0.191343,-0.0286284,-0.1714485,0.002636104,0.04807244,-0.1304882,0.06266958,0.07717275,-0.2581142,-0.1319381,-0.01246093,0.08029321
-0.07796508,-0.3760621,-0.2199349,-0.02662267,0.2219098,-0.01130807,-0.104726,0.2427653,-0.08685374,0.02502127,0.1835429,-0.03181542,-0.1693233,-0.004652945,0.04820404,-0.1256108,0.05582482,0.08222313,-0.2526157,-0.1232021,-0.01134585,0.07669753
-0.08879537,-0.3822789,-0.2514285,-0.01235633,0.2296048,-0.005820123,-0.1057109,0.2411826,-0.08390492,0.02844507,0.1846494,-0.03244542,-0.1615772,-0.0117143,0.04599023,-0.1176147,0.05346416,0.07823043,-0.2591612,-0.1189153,-0.01241835,0.07980359
-0.08559123,-0.3564433,-0.2459227,-0.0153415,0.2559072,-0.00587438,-0.1208127,0.2537045,-0.0981552,0.05478323,0.1768622,-0.03242934,-0.1573839,-0.02536436,0.03671283,-0.1209385,0.05321547,0.08326152,-0.2542674,-0.1169891,-0.01718683,0.07431724
-0.1098099,-0.3583261,-0.2538615,-0.02354537,0.2428873,-0.02051571,-0.128562,0.2447983,-0.09892244,0.04993932,0.1691924,-0.02916283,-0.1615674,-0.02662567,0.02941035,-0.1203801,0.05927274,0.0879552,-0.2484369,-0.1126138,-0.01315061,0.07216183
-0.1273134,-0.3817026,-0.2887203,-0.01483754,0.2402519,-0.0002772883,-0.1235334,0.2453995,-0.09314577,0.04794121,0.1658961,-0.02366396,-0.1575908,-0.03497919,0.03113494,-0.1170865,0.05211066,0.0875039,-0.2457701,-0.1064836,-0.009184581,0.07028348
-0.1422995,-0.3855746,-0.3081463,-0.005994558,0.2371936,-0.0005472538,-0.12216,0.2412354,-0.08678644,0.05138816,0.1593449,-0.02132339,-0.159801,-0.03535875,0.02673629,-0.114997,0.05224933,0.08943639,-0.2499058,-0.1015987,-0.009725726,0.07198476
-0.1571462,-0.384394,-0.3324411,-0.004246602,0.2286628,0.01179672,-0.1320611,0.2498955,-0.08645078,0.05788536,0.1578498,-0.02222463,-0.157244,-0.04133366,0.02916075,-0.1173792,0.05180518,0.09154577,-0.2506605,-0.09622866,-0.008445234,0.06815683
-0.1747812,-0.3864749,-0.3490256,-0.002940076,0.2115062,0.01064582,-0.118696,0.2381254,-0.08165549,0.05126119,0.1508653,-0.02459635,-0.1597058,-0.04155372,0.02641047,-0.1192031,0.04977871,0.1000804,-0.2409584,-0.08833545,-0.01454958,0.06519743
