thisRow.t,notes,response,correct,correct_response,response_time,difficulty,category,phase,stimulus_ID,stim presentation time,delay presentation time,AB presentation time,debugging_time,feedback presentation time,ITI presentation time,ITI response time,participant,session,date,
,,8,1,"['5', '6', '7', '8']",0.05222658299317118,4,2,test,13,61.74281958400388,62.34523970900045,63.34930504199292,1.6107214579969877,63.53200108399324,64.533810583991,0.3501701659988612,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.04569808299129363,4,2,test,4,65.02515191699786,65.62748958400334,66.63182029199379,1.6121743749972666,66.81361212499905,67.81538858400017,0.20883345800393727,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.1741959159990074,4,2,test,2,68.24123529199278,68.84336379199522,69.84778399999777,1.6108931659982773,70.17559141699167,71.17752587499854,0.25552641600370407,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.012757499993313104,5,1,test,4,71.59358787500241,72.19572291699296,73.19989054200414,1.6109399999986636,73.36379387500347,74.36552512500202,0.2278744990035193,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.15044179100368638,5,2,test,9,74.74144854200131,75.34373816699372,76.34835124999518,1.6115364170109387,76.63776091700129,77.63956391699321,0.12363600000389852,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.18564533299650066,5,2,test,18,77.91347770899301,78.51583120899159,79.52029295900138,1.6104013750009472,79.8194419999927,80.82121516700136,0.3593302070075879,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.20642937399679795,5,1,test,4,81.33150570899306,81.93366645899368,82.93843191699125,1.6105241250043036,83.31043958399096,84.31219212499855,0.03722316600033082,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.3225204160116846,5,2,test,1,84.55502374999924,85.15714941699116,86.16126183400047,1.6103693329932867,86.63621841699933,87.63795333399321,0.3773126659943955,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.06928887400135864,5,2,test,11,88.22728158399696,88.82937866699649,89.83384424999531,1.6108736250025686,90.02281037499779,91.02461383400077,0.30314199900021777,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.4253098330082139,5,2,test,13,91.45471674999862,92.05726158399193,93.06158687500283,1.6115349579922622,93.64615758399304,94.6479929999914,0.013441499992040917,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.06408037499932107,4,2,test,8,94.8049965419923,95.4072350839997,96.41184766699735,1.6107344590127468,96.61102337499324,97.61280379199889,0.22216391599795315,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.12764587400306482,4,1,test,3,97.96805320899875,98.57020979200024,99.57471375000023,1.6105169579968788,99.82631408399902,100.82814070899622,0.5815211659937631,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.04236787499394268,4,2,test,7,101.5339716669987,102.1364127919951,103.14076141700207,1.6104979170049774,103.29766366699187,104.29941370899905,0.22641679100343026,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.015634416005923413,4,1,test,16,104.63013304199558,105.23226416700345,106.23645779199433,1.6103184590028832,106.40780458399968,107.4097470419947,0.203109124006005,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.4266799990000436,4,2,test,17,107.732250999994,108.33440958400024,109.3387851669977,1.610630333001609,109.94465516699711,110.9464611250005,0.3790254579944303,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.0580590830068104,5,1,test,8,111.48083362499892,112.08294095899328,113.08705108400318,1.6106505000061588,113.28493475000141,114.28668108399143,0.2168892909976421,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.033113206998677924,5,1,test,5,114.63371433399152,115.23598058399512,116.24005999999645,1.6106567500100937,116.42019716699724,117.42195824999362,0.46205741599260364,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.19899749899923336,5,1,test,1,118.06763191700156,118.67016754200449,119.67458141699899,1.6110754999972414,120.01106037499267,121.01283608400263,0.48087104099977296,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.06564699999580625,5,2,test,1,121.6391463339969,122.2413379589998,123.24572216700471,1.6112093749979977,123.3979832920013,124.39970724999148,0.26042245799908414,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.4518607080099173,5,2,test,14,124.8069522500009,125.40944787499029,126.41355058399495,1.611253625000245,127.01417062499968,128.01591945899418,0.1929572079970967,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.02397262399608735,5,2,test,17,128.34309595900413,128.9452272089984,129.94962874999328,1.6110581669927342,130.10285470899544,131.10458758399182,0.0015123740013223141,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.14769187400816008,4,1,test,13,131.2654246250022,131.8675434589968,132.87179304199526,1.610120375000406,133.15625012500095,134.15797983399534,0.28895824900246225,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.1653089580067899,4,1,test,17,134.64687220899214,135.24901620899618,136.25322720900294,1.6106882500025677,136.5474886669981,137.54931412500446,0.08747091599798296,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.08535458298865706,4,1,test,7,137.76112070899399,138.36315620900132,139.3674693339999,1.6107689579948783,139.60052325000288,140.60225374999573,0.036821165995206684,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.21913233200029936,4,2,test,5,140.77112645900343,141.3733024999965,142.37747862499964,1.6098885419924045,142.72174500000256,143.72353183399537,0.30163312499644235,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.07020824900246225,4,2,test,10,144.17701349999697,144.779167708999,145.78343887499068,1.6106487090000883,146.02624304199708,147.02802683399932,0.17404720799822826,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.030368748994078487,3,2,test,7,147.48412787499547,148.08631220899406,149.09031491700443,1.6104934160102857,149.2685033339949,150.27028441699804,0.35271012400335167,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.23527691600611433,3,1,test,9,150.78450516700104,151.38683441700414,152.39127470899257,1.6115593330032425,152.79106891699485,153.79287658400426,0.17824416600342374,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.2006102489976911,3,2,test,6,154.1095840420021,154.71172345899686,155.71616374999576,1.6104161249968456,156.0534836250008,157.05524691699247,0.09301595800206997,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.08725366600265261,3,2,test,11,157.3532812499907,157.95540391700342,158.95956020899757,1.609777874997235,159.2159973749949,160.21778350000386,0.11269049999827985,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.09020541599602439,3,2,test,7,160.48905037499208,161.09127208399877,162.09551962499972,1.6105410830059554,162.323812542003,163.3255994170031,0.7906044160044985,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.6360479580034735,4,2,test,12,164.2531903749914,164.85574129199085,165.85983674999443,1.610948500005179,166.67703395900025,167.67902116700134,0.049145999000757,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.11960829100280534,4,2,test,2,167.90788845899806,168.51021179200325,169.51454420899972,1.6106640829966636,169.77230974999839,170.77408270900196,0.013501665991498157,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.2473681240080623,4,2,test,11,170.98954804199457,171.5917497920018,172.59644224999647,1.6104969169973629,173.00517508399207,174.0069899999944,0.08527570799924433,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.1992444159986917,4,2,test,2,174.24220433399023,174.84433995900326,175.84870629200304,1.610647624998819,176.18552191699564,177.1875155000016,0.026589040993712842,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.11077595700044185,4,2,test,11,177.365057374991,177.96712720899086,178.97107445899746,1.6098202080029296,179.24816995899891,180.24996249999094,0.16043995799554978,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.010094333003507927,5,2,test,11,180.5501998749969,181.15238258399768,182.1568138750008,1.610747958009597,182.312409709004,183.31426170899067,0.2304483329935465,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.10454887499508914,5,2,test,14,183.66791308399115,184.27013720899413,185.27437258399732,1.6100994589942275,185.58765191699786,186.58963566699822,0.2558132500125794,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.1300291249935981,5,2,test,11,186.9367264169996,187.53895704199385,188.54318062499806,1.6108863330009626,188.80849450000096,189.8102517919906,0.2313386659952812,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.21427008201135322,5,1,test,14,190.16746183400392,190.76953499999945,191.7739362919965,1.6105742499930784,192.13241720899532,193.1343360000028,0.02015933299844619,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.1640097909985343,5,2,test,14,193.30025641700195,193.9027807090024,194.9070567089948,1.6108267079980578,195.16633391700452,196.16827875000308,0.31874745698587503,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.4504240409878548,4,2,test,8,196.67445870899246,197.27665004199662,198.2808910839958,1.610457916991436,198.89682079199702,199.89861341699725,0.3111456240003463,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.13857916599954478,4,1,test,18,200.3872941669979,200.98952445900068,201.99379762499302,1.611308374995133,202.27045254199766,203.27226629199868,0.42257891601184383,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.13469079100468662,4,1,test,15,203.8514219589997,204.45359854199341,205.4576260419999,1.6101219580014003,205.73791920900112,206.73969991700142,0.18142670798988547,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.10882937400310766,4,1,test,16,207.07227133399283,207.67445412499364,208.67859287500323,1.6102269169932697,208.98081291699782,209.982755584002,0.13202879100572318,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.024088666003081016,4,2,test,9,210.29771025000082,210.89991670899326,211.90419483400183,1.6105528329935623,212.06824041699292,213.07002883400128,0.028098248993046582,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.15998716600006446,5,1,test,2,213.25025820899464,213.8522882499965,214.85645491699688,1.609880083007738,215.16676158399787,216.16851429200324,0.17845891599426977,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.13223712499893736,5,2,test,3,216.4978337920038,217.0999643749965,218.1043003340019,1.6107167079899227,218.3851592919964,219.38693987499573,0.018920041009550914,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.02596624899888411,5,1,test,3,219.54315554199275,220.14530445900164,221.14942699999665,1.6098448339907918,221.29406474999269,222.29576512500353,0.4585346660023788,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.10090649899211712,5,1,test,13,222.91388583400112,223.516234041992,224.5206421250041,1.6109973749989877,224.76276574999793,225.7645386249933,0.4004417079995619,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.03927008200844284,5,2,test,10,226.3565659589949,226.9589672919974,227.96325137499662,1.6105944999872008,228.10285641699738,229.10464462499658,0.1996724579948932,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.08653158300148789,4,1,test,9,229.46780929199304,230.07001054199645,231.07414212499862,1.6104780409950763,231.26286754199828,232.26458229200216,0.20265520800603554,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.09173687399015762,4,2,test,4,232.58356179199473,233.18571304199577,234.1898814169981,1.6101668330084067,234.43997862499964,235.4417454170034,0.1088984160014661,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.10031320700363722,4,1,test,7,235.70072254199476,236.30283270899963,237.3073069999955,1.6104602910054382,237.5155954590009,238.51735162499244,1.1247787909960607,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.14175875000364613,4,1,test,17,239.733605292,240.33574995899107,241.34007150000252,1.6111334589950275,241.63341524999123,242.6352734999964,0.2580922909983201,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.23317937400133815,4,1,test,14,243.0669714169926,243.66921658399224,244.67371149999963,1.610726083003101,245.04470979199687,246.04666995900334,0.1364008329983335,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.058768290997250006,3,1,test,3,246.32238141699054,246.92461095900217,247.9289643749944,1.6108965829916997,248.13020291700377,249.13194687500072,0.9843876660015667,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.20159308200527448,3,2,test,10,250.34860491700238,250.95101187500404,251.95526224999048,1.6143480419996195,252.2807750840002,253.28252887500275,0.14775541599374264,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.22941633200389333,3,1,test,10,253.5733073339943,254.17543149999983,255.1794660000014,1.6103495839925017,255.57573391699407,256.5776361669996,0.3977923319907859,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.16475466600968502,3,1,test,4,257.14857729199866,257.7508217919967,258.755169541997,1.6110700410063146,259.06011216700426,260.0618850000028,0.31364633300108835,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.09260895800252911,3,1,test,17,260.59280179199413,261.1952432090038,262.199368667003,1.610350874994765,262.40009724999254,263.40189074999944,0.10748991600121371,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.16842516600445379,4,1,test,12,263.65503483399516,264.25743591699575,265.2615294169955,1.610423666992574,265.56804012499924,266.56978574999084,0.289629998995224,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.0017484989948570728,4,2,test,9,267.0271128750028,267.6292428750021,268.63325566699496,1.6099513750086771,268.82728237500123,269.8290882919973,0.1535381659923587,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.33434666600078344,4,2,test,10,270.10025287499593,270.7026596249925,271.70674362499267,1.610549249991891,272.1979716249916,273.1997725840047,0.09887754100782331,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.06483408200438134,4,2,test,5,273.45809012500104,274.0603116669954,275.0642987500032,1.6099809169973014,275.30730758399295,276.30905804199574,0.1405600829893956,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.09558637400914449,4,1,test,2,276.6152621670044,277.2174239169981,278.2216245000018,1.6103519160096766,278.6705292090046,279.6723044169921,0.09435120799753349,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.22762266598874703,5,2,test,9,279.94593579199864,280.54833833400335,281.55254299999797,1.6100754590006545,281.9434969589929,282.94526508399576,0.2659323330008192,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.08206770800461527,5,2,test,19,283.28699962499377,283.8890910839982,284.8931740419939,1.610828541990486,285.0801000420033,286.0821429170028,0.5541026660066564,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.049542166001629084,5,1,test,7,286.80585379200056,287.40830037499836,288.4127080420003,1.6122942500078352,288.612206167003,289.6139514999959,0.07591099900309928,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.027267165991361253,5,1,test,6,289.85731666699576,290.45991704199696,291.46404445900407,1.6104782079928555,291.6501257499913,292.651854249998,0.1910670830111485,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.15329920701333322,5,1,test,13,292.9748473340005,293.576964708991,294.581234458994,1.6106031249946682,294.86843541699636,295.8701669169968,0.19492212499608286,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.005495623991009779,4,1,test,13,296.2100364170037,296.8121840419917,297.8169189170003,1.6112191670108587,298.01912654199987,299.02088620899303,0.09741983299318235,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.11137495801085606,4,2,test,17,299.45781804199214,300.0598286250024,301.06435741699534,1.6106970840046415,301.31336570899293,302.3150998749916,0.2179421659966465,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.13146545698691625,4,1,test,3,302.71901116699155,303.32105945899093,304.3251754590019,1.6106150830019033,304.5785888340033,305.5803445420024,0.15572616600547917,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.17263258300954476,4,2,test,16,305.8603860000003,306.4627959589998,307.46701304199814,1.6111970000056317,307.77073183399625,308.7725521669927,0.12070233299164101,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.05261979099304881,4,1,test,10,309.02366058400366,309.62578474999464,310.6301492920029,1.611438249994535,310.79726904199924,311.79931929199665,1.2280742489965633,,,2023-12-14_09h41.30.700,
,,9,0,"['5', '6', '7', '8']",0.1327666660072282,5,2,test,2,313.24675008399936,313.849244291996,314.8537667089986,1.613971707993187,315.17417283399845,316.1760038749926,0.0891031240025768,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.5710756659973413,5,2,test,5,316.4174125839927,317.0194939590001,318.0237265839969,1.609805125001003,318.7371787500015,319.7389834589994,0.06521649999194779,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.05804099899251014,5,2,test,8,319.92330641699664,320.5257279170037,321.529733125004,1.6097789170016767,321.7159462499985,322.71772954199696,0.08857516599528026,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.05846799901337363,5,2,test,5,322.94918424999923,323.55114304200106,324.55538241699105,1.609563292004168,324.7517017920036,325.753481791995,0.2699179990013363,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.21854104100202676,5,2,test,5,326.1809459590004,326.78311337500054,327.78723770899524,1.6103933750127908,328.14155533399025,329.14333491699654,0.19192849899991415,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.054516082993359305,5,1,test,13,329.4921186249994,330.0943067920016,331.0986537919962,1.610654040996451,331.3134784169961,332.3152219589974,0.11609566600236576,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.15699295701051597,5,2,test,13,332.5846519589977,333.1868549170031,334.19093945900386,1.6099243329954334,334.5035609589977,335.50535991699144,0.22613704099785537,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",1.3196365410112776,5,2,test,2,335.8701373340009,336.47221387499303,337.47626650000166,1.610031207994325,338.9522613339941,339.9541175839986,0.30329987400909886,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.05090999900130555,5,1,test,5,340.40674799999397,341.0089335840021,342.01315479200275,1.611105249990942,342.17183808400296,343.1735897500039,0.47188595800253097,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.008840291004162282,5,1,test,14,343.851528166997,344.4540930420044,345.4582792089932,1.6110214590007672,345.620273499997,346.6220610419987,0.1616636240069056,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.6047309570130892,4,1,test,12,346.9391282919969,347.5412405840034,348.5453642499924,1.6100803339941194,349.3165046249924,350.3182483339915,0.25745295800152235,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.03899408198776655,4,2,test,14,350.74087933400006,351.3431688749988,352.34721966700454,1.6118969159870176,352.542304417002,353.54407674999675,0.11861062399111688,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.1244707909936551,4,1,test,10,353.8285274999944,354.43074791699473,355.4346590839996,1.6102755000028992,355.73331704200245,356.73508858399873,1.6395890830026474,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.09861870799795724,4,2,test,9,358.5263788339944,359.128517249992,360.13268341700314,1.6152321659901645,360.36565070899087,361.36742187499476,0.018103166003129445,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.2550217500102008,4,1,test,4,361.507069416999,362.10921420899103,363.11330566699326,1.609972292004386,363.52683520899154,364.5286163339915,0.020148541007074527,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.016900998991332017,5,1,test,2,364.68668808399525,365.2887747920031,366.2932926249923,1.6099724589876132,366.69139391700446,367.6932019169908,0.008604624003055505,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.8217206240078667,5,1,test,17,367.8616128339927,368.4637209999928,369.4677128339972,1.6101632500067353,370.45354120900447,371.4553840000008,0.14353566599311307,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.4377427489962429,5,1,test,9,371.7395274589944,372.3416271669994,373.3457270840008,1.6100829170027282,373.9415766250022,374.94335108400264,0.04856220800138544,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.37192374900041614,5,2,test,2,375.1282527500007,375.7304074999993,376.7345565419964,1.6099162499886006,377.23977029199887,378.2415570000012,0.02623041599872522,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.04433262499514967,5,2,test,6,378.39635549999366,378.998592584001,380.00317366699164,1.610497583009419,380.1981294589932,381.1999225000036,0.15099766600178555,,,2023-12-14_09h41.30.700,
,,8,0,['9'],0.25161933300842065,4,1,test,7,381.4696512919909,382.07192845900136,383.07599549999577,1.610313541998039,383.48099066699797,384.4827938340022,0.13033170699782204,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.01606308300688397,4,2,test,6,384.75606849999167,385.35824329199386,386.3623859999934,1.6105887910089223,386.5338961249945,387.5356534169987,0.037674833001801744,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.2052660829940578,4,1,test,17,387.7060243339947,388.30812079200405,389.3122604590026,1.6096470000047702,389.65201441699173,390.6537833339971,0.6743272079911549,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.10326779099705163,4,2,test,4,391.486538541998,392.0891114589904,393.09327058399504,1.611474667006405,393.35654929200246,394.3584579169983,0.04545604099985212,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.04546233300061431,4,2,test,16,394.5560565839987,395.1581354999944,396.16229329199996,1.6103869999933522,396.313352666999,397.3150874589919,0.1886146659962833,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.18812733300728723,5,1,test,5,397.6423731249961,398.24457441699633,399.24867633399845,1.6109189159906236,399.58857100000023,400.5903877919918,0.3865106239973102,,,2023-12-14_09h41.30.700,
,,9,1,['9'],0.03592370799742639,5,1,test,6,401.150148834,401.7525553339947,402.7567198750039,1.6107045419921633,402.9133882919996,403.9151795420039,0.5002727079991018,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.03760533199238125,5,2,test,12,404.55557620899344,405.1579991670005,406.16227079200326,1.6114272090053419,406.3558362920012,407.3576358749997,0.20844195800600573,,,2023-12-14_09h41.30.700,
,,8,1,"['5', '6', '7', '8']",0.2084294160013087,5,2,test,16,407.7014971250028,408.3036751670006,409.31047645899525,1.612448083003983,409.6490504999965,410.65078808399267,0.2135609580000164,,,2023-12-14_09h41.30.700,
